v00087	K03816
v00087	K19222
v00087	K15634
v00087	K00558
v00087	K04773
v00088	K01834
v00088	K01759
v00088	K12410
v00088	K24041
v00088	K09471
v00089	K03707
v00089	K07313
v00089	K01356
v00089	K08600
v00089	K00558
v00089	K24041
v00089	K07043
v00089	K03465
v00089	K00943
v00089	K03152
v00089	K01934
v00089	K08303
v00089	K05515
v00089	K03797
v00089	K00767
v00089	K00278
v00090	K06336
v00090	K06336
v00090	K01048
v00090	K00558
v00090	K15051
v00090	K13280
v00090	K01262
v00090	K01259
v00091	K00548
v00091	K15023
v00091	K01599
v00091	K03924
v00092	K00558
v00092	K16566
v00092	K07029
v00093	K06127
v00095	K02851
v00095	K01185
v00095	K01962
v00095	K00290
v00095	K05521
v00095	K17733
v00095	K00549
v00095	K05995
v00095	K19285
v00095	K10678
v00095	K21574
v00095	K05343
v00095	K07154
v00095	K01537
v00095	K01095
v00095	K03839
v00095	K02230
v00096	K06911
v00096	K00275
v00096	K01759
v00097	K07644
v00097	K01951
v00097	K00820
v00097	K06382
v00097	K01462
v00098	K00854
v00099	K01174
v00099	K00558
v00099	K00942
v00099	K03100
v00099	K01187
v00099	K02078
v00099	K00645
v00099	K00059
v00099	K01207
v00099	K09458
v00099	K00821
v00099	K00894
v00099	K01438
v00099	K00595
v00099	K02108
v00099	K02110
v00099	K02109
v00099	K02113
v00099	K02111
v00099	K02115
v00099	K02112
v00099	K02114
v00099	K00655
v00099	K03150
v00099	K19005
v00099	K07642
v00099	K00558
v00101	K00854
v00101	K01531
v00101	K12941
v00101	K01501
v00101	K02823
v00101	K17828
v00101	K01591
v00101	K01465
v00101	K00762
v00103	K00558
v00103	K00558
v00104	K07313
v00104	K07284
v00104	K21636
v00104	K04068
v00104	K04567
v00104	K21471
v00104	K17623
v00104	K01649
v00104	K01621
v00104	K19955
v00104	K00864
v00105	K00652
v00105	K04773
v00105	K01447
v00106	K13522
v00106	K22522
v00106	K00627
v00106	K21688
v00106	K08600
v00106	K03798
v00108	K01364
v00108	K08640
v00108	K04773
v00110	K07263
v00110	K07679
v00110	K00059
v00110	K00558
v00110	K04773
v00110	K01190
v00110	K01738
v00111	K00558
v00112	K07284
v00112	K03726
v00113	K03924
v00114	K01243
v00115	K00849
v00115	K01784
v00115	K00965
v00115	K01785
v00116	K00986
v00116	K01448
v00116	K00558
v00117	K00851
v00121	K13292
v00121	K00169
v00122	K00986
v00122	K00558
v00122	K03799
v00122	K07648
v00122	K01183
v00122	K02564
v00122	K00845
v00122	K19694
v00122	K01007
v00122	K02548
v00122	K01710
v00122	K00973
v00122	K00937
v00122	K21739
v00122	K13963
v00122	K06131
v00122	K00560
v00122	K00287
v00123	K00845
v00123	K01788
v00123	K01714
v00123	K02564
v00123	K01443
v00124	K00266
v00124	K16148
v00124	K08296
v00126	K01915
v00129	K07284
v00129	K03726
v00130	K02334
v00130	K07313
v00130	K07313
v00130	K01525
v00130	K01525
v00130	K01520
v00130	K04068
v00130	K03079
v00130	K01139
v00130	K01069
v00130	K02495
v00131	K18199
v00131	K00355
v00131	K18367
v00131	K21471
v00131	K14731
v00131	K09121
v00131	K06898
v00131	K01607
v00131	K00384
v00131	K01023
v00131	K00001
v00131	K03206
v00131	K14731
v00131	K18929
v00131	K00782
v00131	K01607
v00132	K01358
v00132	K01447
v00133	K03924
v00134	K01243
v00134	K00868
v00134	K01737
v00134	K10026
v00134	K04773
v00135	K02478
v00135	K01358
v00135	K01447
v00136	K07284
v00136	K03726
v00139	K03825
v00139	K02654
v00139	K00986
v00139	K00390
v00139	K00558
v00143	K01358
v00145	K00077
v00145	K00244
v00146	K03100
v00148	K01447
v00149	K08640
v00150	K17733
v00151	K01447
v00151	K00558
v00151	K00986
v00151	K01447
v00151	K01449
v00152	K19353
v00154	K01447
v00155	K01358
v00155	K21512
v00155	K01356
v00155	K01356
v00156	K01356
v00156	K01185
v00156	K14744
v00157	K01185
v00157	K01356
v00157	K02334
v00158	K01185
v00158	K01356
v00159	K01185
v00160	K01520
v00160	K00558
v00161	K00986
v00162	K07816
v00162	K01356
v00162	K01447
v00162	K01823
v00163	K01520
v00163	K00525
v00163	K01495
v00163	K10026
v00163	K01737
v00163	K06920
v00163	K09457
v00163	K00059
v00163	K03465
v00164	K21471
v00165	K00951
v00166	K01356
v00166	K00558
v00166	K00390
v00166	K03271
v00166	K01447
v00167	K11752
v00167	K08679
v00167	K00390
v00168	K01448
v00168	K01356
v00170	K00390
v00170	K01447
v00171	K01185
v00171	K02334
v00172	K08073
v00172	K01520
v00172	K00986
v00174	K01447
v00175	K21512
v00175	K01358
v00176	K00390
v00176	K04079
v00176	K01356
v00177	K16869
v00177	K00558
v00177	K08309
v00177	K01358
v00177	K00986
v00178	K01447
v00178	K01358
v00179	K01185
v00180	K04773
v00180	K00390
v00181	K01185
v00183	K00390
v00184	K00986
v00185	K01447
v00185	K01358
v00186	K02334
v00186	K21512
v00186	K01358
v00187	K01897
v00187	K00558
v00188	K07642
v00188	K08303
v00188	K01185
v00189	K01447
v00190	K21471
v00190	K01520
v00190	K17398
v00190	K04068
v00190	K21636
v00190	K00942
v00190	K05521
v00190	K01537
v00190	K01916
v00190	K03462
v00190	K00948
v00190	K08281
v00190	K01358
v00190	K01447
v00191	K14744
v00191	K01185
v00192	K02334
v00192	K02334
v00192	K00558
v00192	K01358
v00192	K01448
v00193	K01356
v00194	K00558
v00194	K08679
v00195	K01356
v00196	K02334
v00196	K00789
v00196	K00558
v00196	K00682
v00196	K01358
v00196	K01447
v00197	K01448
v00198	K01447
v00199	K01488
v00199	K02428
v00199	K01185
v00199	K14744
v00200	K14744
v00200	K01185
v00200	K07313
v00200	K01143
v00202	K01448
v00202	K01358
v00203	K01358
v00203	K22954
v00203	K12132
v00203	K01358
v00203	K06894
v00203	K05367
v00203	K03503
v00204	K01358
v00206	K00558
v00206	K01447
v00207	K01449
v00207	K05826
v00207	K00390
v00207	K00986
v00207	K01447
v00207	K00682
v00208	K01447
v00209	K01520
v00210	K01447
v00210	K04773
v00210	K00558
v00211	K03639
v00211	K00948
v00211	K03462
v00211	K01916
v00211	K08281
v00211	K03465
v00211	K21636
v00211	K04068
v00211	K01520
v00212	K01939
v00212	K01916
v00212	K00969
v00212	K00763
v00212	K08281
v00212	K00558
v00212	K04487
v00212	K00012
v00213	K01520
v00213	K08640
v00214	K01448
v00216	K00390
v00216	K00558
v00217	K02654
v00217	K00558
v00217	K07706
v00217	K01449
v00217	K00558
v00217	K21512
v00217	K01358
v00217	K00986
v00217	K01447
v00218	K00558
v00219	K07816
v00219	K00558
v00221	K01356
v00221	K08640
v00223	K02334
v00223	K01358
v00224	K01447
v00226	K01185
v00226	K21528
v00228	K01356
v00228	K01185
v00228	K14744
v00229	K00558
v00229	K01447
v00230	K01358
v00231	K03431
v00232	K01185
v00232	K01819
v00232	K20534
v00234	K01447
v00235	K01358
v00235	K01447
v00236	K01448
v00236	K01358
v00236	K02334
v00238	K01358
v00239	K00986
v00239	K01185
v00239	K21528
v00240	K03465
v00240	K21636
v00240	K04068
v00240	K01520
v00241	K00986
v00241	K01358
v00241	K08309
v00241	K00558
v00241	K16869
v00242	K00558
v00242	K03503
v00242	K08309
v00243	K14744
v00243	K01185
v00244	K01185
v00244	K21512
v00244	K21511
v00244	K03503
v00246	K00558
v00246	K01520
v00247	K01358
v00247	K01356
v00248	K08640
v00248	K00986
v00249	K14744
v00249	K01185
v00249	K03503
v00249	K01143
v00250	K00558
v00251	K01447
v00251	K01358
v00251	K05826
v00251	K00682
v00251	K02334
v00253	K01358
v00254	K03503
v00254	K01185
v00255	K01185
v00257	K03503
v00257	K19354
v00257	K23518
v00257	K21512
v00259	K21512
v00259	K01358
v00260	K01447
v00262	K01358
v00262	K05826
v00262	K00682
v00262	K00558
v00265	K01520
v00265	K06920
v00265	K01737
v00265	K10026
v00265	K01495
v00266	K00558
v00266	K08309
v00266	K20534
v00266	K14744
v00268	K01356
v00269	K01939
v00269	K01537
v00269	K04487
v00270	K00558
v00270	K00558
v00273	K21512
v00274	K01520
v00274	K04068
v00274	K21636
v00274	K00942
v00274	K01916
v00274	K00969
v00274	K00763
v00274	K08281
v00274	K17398
v00274	K07816
v00274	K01358
v00274	K01448
v00275	K21471
v00276	K01356
v00279	K01356
v00279	K01185
v00279	K01494
v00280	K07154
v00280	K07154
v00280	K01447
v00282	K01356
v00282	K01185
v00283	K01356
v00283	K01447
v00283	K01854
v00283	K12983
v00283	K12988
v00283	K01881
v00283	K00986
v00283	K00558
v00284	K01448
v00285	K01356
v00286	K00986
v00286	K04773
v00287	K01356
v00287	K00390
v00288	K21512
v00288	K21511
v00288	K01185
v00289	K01358
v00289	K21512
v00289	K01356
v00290	K01356
v00291	K21512
v00291	K21511
v00294	K00558
v00294	K00390
v00296	K08640
v00297	K21471
v00298	K00558
v00299	K01185
v00300	K01448
v00301	K01358
v00301	K01448
v00302	K01356
v00303	K01447
v00303	K01358
v00303	K21527
v00304	K03271
v00304	K00390
v00304	K02078
v00305	K12950
v00305	K01243
v00305	K03716
v00305	K00560
v00305	K00287
v00305	K01652
v00305	K01653
v00305	K01358
v00305	K01448
v00306	K01447
v00308	K01447
v00309	K01358
v00309	K21512
v00309	K01356
v00310	K01737
v00311	K00558
v00311	K00789
v00311	K01358
v00311	K01447
v00311	K02334
v00313	K01358
v00313	K21512
v00313	K02334
v00314	K19430
v00314	K15894
v00315	K01358
v00315	K00682
v00315	K00682
v00315	K00558
v00315	K00789
v00315	K02334
v00317	K01447
v00317	K01358
v00317	K05826
v00317	K00558
v00317	K00789
v00317	K02334
v00317	K15051
v00317	K00558
v00319	K01447
v00319	K01358
v00320	K05521
v00320	K01495
v00320	K10026
v00320	K01737
v00320	K06920
v00321	K00145
v00321	K21512
v00322	K11527
v00322	K08640
v00323	K00558
v00323	K01185
v00325	K03798
v00325	K00558
v00326	K01356
v00327	K00558
v00327	K00986
v00327	K00986
v00327	K01448
v00327	K00558
v00328	K00558
v00328	K01520
v00328	K00525
v00328	K03465
v00329	K01356
v00329	K00390
v00329	K01358
v00331	K00558
v00333	K11751
v00333	K19597
v00333	K01185
v00333	K00558
v00334	K00558
v00335	K01185
v00336	K01448
v00336	K00986
v00336	K01356
v00337	K21512
v00337	K21511
v00337	K03503
v00338	K19353
v00338	K17733
v00339	K00390
v00339	K08640
v00340	K01447
v00340	K01356
v00341	K02334
v00341	K00558
v00341	K01358
v00341	K01448
v00341	K00558
v00342	K00537
v00343	K03503
v00343	K19303
v00343	K14744
v00343	K01185
v00344	K00558
v00344	K01358
v00346	K02334
v00346	K21512
v00346	K01358
v00347	K08722
v00347	K01356
v00348	K01356
v00348	K00558
v00348	K01448
v00349	K04079
v00349	K24217
v00349	K08309
v00349	K00986
v00349	K08640
v00349	K01066
v00350	K01448
v00350	K00558
v00351	K00943
v00351	K23518
v00351	K01358
v00351	K04068
v00351	K03465
v00351	K21636
v00354	K01447
v00354	K01356
v00355	K09022
v00357	K01448
v00357	K01358
v00357	K00558
v00357	K02334
v00358	K03342
v00359	K01447
v00359	K01358
v00360	K01447
v00360	K02334
v00361	K02334
v00361	K01356
v00362	K01358
v00363	K01448
v00364	K13695
v00364	K01356
v00365	K01447
v00366	K08640
v00366	K01356
v00367	K01358
v00368	K00986
v00368	K01447
v00370	K00558
v00370	K17733
v00371	K01447
v00371	K07010
v00372	K01784
v00372	K17733
v00373	K00390
v00373	K00558
v00374	K04068
v00374	K21636
v00374	K01081
v00374	K00942
v00374	K00558
v00375	K01069
v00377	K04487
v00377	K01537
v00377	K08281
v00377	K00948
v00377	K03462
v00377	K01916
v00377	K01358
v00377	K00942
v00377	K21636
v00377	K04068
v00377	K01520
v00378	K07027
v00378	K18967
v00378	K19304
v00378	K03465
v00378	K01520
v00378	K00558
v00379	K01448
v00380	K01358
v00381	K00942
v00381	K01939
v00381	K01916
v00381	K03462
v00381	K00948
v00381	K08281
v00381	K00558
v00381	K04487
v00382	K00304
v00383	K07813
v00383	K01356
v00383	K08640
v00386	K01447
v00387	K00558
v00387	K01358
v00388	K21512
v00390	K00789
v00390	K01358
v00391	K17733
v00391	K00558
v00392	K00558
v00392	K00390
v00393	K00390
v00394	K01448
v00395	K01356
v00397	K01520
v00397	K04068
v00397	K21636
v00397	K00942
v00397	K03465
v00397	K01916
v00397	K03462
v00397	K00948
v00397	K08281
v00397	K00558
v00397	K04487
v00398	K01447
v00399	K01356
v00400	K00705
v00401	K01358
v00401	K05826
v00401	K00682
v00401	K00558
v00401	K02334
v00402	K01358
v00402	K01447
v00402	K00986
v00402	K00560
v00403	K01185
v00403	K03503
v00405	K07816
v00406	K01448
v00407	K00558
v00408	K00558
v00409	K01447
v00410	K00558
v00410	K01448
v00411	K22684
v00411	K20021
v00411	K02527
v00411	K05995
v00411	K02078
v00411	K09458
v00411	K01880
v00411	K07447
v00411	K01462
v00411	K01006
v00412	K08640
v00413	K01356
v00413	K21512
v00413	K01358
v00413	K01448
v00414	K00986
v00414	K08309
v00415	K01520
v00415	K09457
v00415	K06920
v00415	K01737
v00415	K10026
v00415	K01495
v00418	K17733
v00418	K00558
v00418	K00558
v00418	K00558
v00420	K02334
v00420	K03465
v00420	K01520
v00420	K01493
v00420	K00986
v00420	K01447
v00420	K01491
v00421	K00558
v00421	K01185
v00422	K03616
v00422	K00986
v00423	K01356
v00423	K02334
v00423	K00558
v00423	K00558
v00423	K00986
v00423	K01447
v00424	K01356
v00424	K02334
v00424	K01144
v00425	K01185
v00426	K02334
v00426	K00558
v00426	K01358
v00426	K01447
v00428	K00558
v00428	K01520
v00429	K17733
v00430	K01185
v00432	K01448
v00432	K12410
v00432	K17398
v00432	K08281
v00432	K00763
v00432	K00969
v00432	K01916
v00432	K01358
v00432	K00942
v00432	K21636
v00432	K04068
v00432	K01520
v00433	K15051
v00433	K00558
v00433	K01423
v00434	K04068
v00434	K01447
v00434	K00012
v00435	K00986
v00436	K00759
v00436	K01520
v00436	K01356
v00437	K01358
v00437	K01185
v00438	K07813
v00438	K07706
v00438	K01447
v00440	K01448
v00440	K04773
v00440	K00390
v00441	K01939
v00441	K01916
v00441	K00969
v00441	K00763
v00441	K08281
v00441	K00558
v00441	K07816
v00443	K01447
v00444	K00558
v00444	K00390
v00445	K01448
v00445	K00558
v00445	K08281
v00445	K00763
v00445	K00969
v00445	K01916
v00445	K04069
v00445	K03465
v00445	K00942
v00445	K21636
v00447	K01447
v00448	K00390
v00450	K02334
v00450	K00789
v00450	K01358
v00450	K01447
v00451	K01447
v00452	K01447
v00453	K01447
v00453	K02654
v00453	K00558
v00453	K00558
v00453	K00682
v00453	K21471
v00454	K00558
v00457	K01447
v00458	K01520
v00459	K00558
v00460	K01448
v00460	K00390
v00461	K01520
v00461	K04068
v00461	K21636
v00461	K00942
v00461	K01939
v00461	K04069
v00461	K01916
v00461	K00969
v00461	K00763
v00461	K08281
v00461	K00558
v00461	K07816
v00462	K00558
v00463	K03924
v00463	K01129
v00463	K00986
v00463	K01448
v00465	K00986
v00467	K00986
v00467	K01051
v00468	K01356
v00468	K01520
v00468	K21512
v00469	K00558
v00469	K01448
v00471	K08640
v00472	K00390
v00473	K01358
v00473	K01447
v00473	K00986
v00473	K00560
v00473	K03103
v00474	K08679
v00475	K00558
v00475	K01185
v00476	K00703
v00476	K13789
v00476	K00806
v00476	K01447
v00477	K01447
v00477	K00986
v00477	K01358
v00477	K01258
v00477	K02484
v00477	K01733
v00477	K01449
v00477	K03616
v00477	K03617
v00477	K03613
v00477	K03612
v00477	K03614
v00477	K03615
v00478	K01356
v00479	K17398
v00479	K01520
v00479	K00558
v00479	K01356
v00480	K01447
v00481	K01447
v00482	K01487
v00482	K01447
v00482	K00558
v00482	K01487
v00483	K01358
v00483	K01447
v00484	K01448
v00486	K01356
v00486	K00986
v00487	K01185
v00487	K01356
v00490	K01356
v00491	K01447
v00491	K00558
v00491	K01356
v00493	K00558
v00494	K01447
v00494	K08640
v00495	K00558
v00496	K01356
v00496	K00558
v00497	K01448
v00497	K02334
v00498	K01356
v00498	K21512
v00499	K00986
v00499	K01185
v00500	K01356
v00500	K00390
v00502	K01358
v00502	K01356
v00503	K01447
v00503	K00986
v00504	K01447
v00506	K02334
v00506	K01144
v00506	K00558
v00506	K01494
v00506	K19303
v00507	K00986
v00507	K00390
v00507	K01447
v00508	K08309
v00508	K03503
v00508	K00558
v00508	K01951
v00510	K01356
v00510	K01447
v00510	K17734
v00511	K18967
v00512	K01356
v00512	K01358
v00512	K01447
v00512	K07258
v00513	K01358
v00514	K01356
v00514	K01447
v00514	K01358
v00514	K05826
v00514	K00682
v00514	K00558
v00514	K00789
v00514	K02334
v00515	K00058
v00515	K00558
v00516	K01448
v00516	K01356
v00518	K00558
v00518	K02334
v00518	K00558
v00518	K00682
v00518	K05826
v00518	K01358
v00520	K00558
v00521	K01447
v00525	K01447
v00525	K19664
v00525	K03148
v00526	K01185
v00526	K13069
v00526	K12974
v00527	K01447
v00527	K01358
v00528	K00558
v00528	K01448
v00529	K01081
v00530	K01185
v00530	K01356
v00531	K00558
v00531	K01143
v00531	K03503
v00532	K01447
v00533	K01356
v00535	K01447
v00535	K01358
v00536	K21039
v00536	K01356
v00536	K00558
v00536	K01185
v00536	K14744
v00536	K21512
v00536	K21511
v00537	K00986
v00537	K00558
v00537	K08640
v00539	K01448
v00543	K21471
v00543	K00986
v00543	K21527
v00543	K00939
v00544	K08309
v00544	K03503
v00544	K01951
v00545	K08640
v00546	K00058
v00547	K01447
v00549	K13663
v00549	K02334
v00550	K00986
v00551	K01358
v00551	K05826
v00551	K00682
v00551	K00558
v00551	K02334
v00552	K01447
v00552	K01358
v00553	K17733
v00553	K21636
v00553	K00046
v00553	K01809
v00553	K00847
v00553	K03424
v00554	K00558
v00555	K22409
v00555	K01356
v00556	K01358
v00556	K00558
v00556	K08281
v00556	K00948
v00556	K03462
v00556	K01916
v00556	K01939
v00556	K03465
v00556	K00942
v00556	K21636
v00556	K04068
v00556	K01520
v00558	K01185
v00558	K14744
v00558	K21512
v00559	K01358
v00561	K01887
v00562	K01358
v00562	K01356
v00563	K14744
v00563	K01185
v00563	K01143
v00564	K00789
v00564	K01358
v00564	K03830
v00564	K03830
v00564	K01447
v00565	K00558
v00566	K08679
v00567	K00986
v00567	K01358
v00567	K21512
v00567	K00558
v00567	K03465
v00568	K01356
v00569	K01447
v00569	K01358
v00569	K00558
v00569	K01356
v00571	K01448
v00572	K01356
v00572	K01358
v00573	K12410
v00573	K01939
v00573	K08281
v00573	K01537
v00573	K01358
v00573	K00942
v00573	K21636
v00573	K04068
v00573	K01520
v00574	K01358
v00574	K02334
v00577	K05521
v00577	K00558
v00577	K00986
v00578	K00945
v00578	K01520
v00578	K04068
v00578	K21636
v00578	K00986
v00578	K00703
v00578	K13789
v00578	K00806
v00578	K17733
v00579	K01185
v00579	K20534
v00579	K08309
v00579	K02334
v00581	K01358
v00581	K21512
v00581	K02334
v00583	K01356
v00583	K00558
v00584	K03271
v00584	K00390
v00585	K01520
v00587	K08640
v00587	K01358
v00587	K21512
v00588	K01448
v00588	K13694
v00588	K21512
v00588	K02334
v00588	K01356
v00589	K00558
v00591	K00390
v00592	K02334
v00592	K00789
v00592	K00558
v00592	K00682
v00592	K05826
v00592	K01358
v00592	K01447
v00595	K00558
v00597	K01447
v00598	K01610
v00598	K22409
v00598	K01358
v00598	K01356
v00599	K01356
v00600	K01447
v00601	K01356
v00601	K01447
v00604	K04773
v00605	K08640
v00605	K00986
v00607	K01356
v00608	K01358
v00610	K01448
v00611	K01520
v00611	K04068
v00611	K21636
v00611	K00942
v00611	K00558
v00611	K00558
v00612	K23978
v00612	K01934
v00612	K04488
v00612	K11717
v00612	K00558
v00613	K00986
v00614	K17733
v00614	K01356
v00615	K01447
v00616	K01520
v00616	K04068
v00616	K21636
v00616	K08640
v00617	K01185
v00617	K00558
v00617	K07029
v00621	K01447
v00622	K01356
v00624	K00558
v00625	K01447
v00626	K02334
v00626	K01358
v00628	K01356
v00628	K01448
v00629	K00558
v00629	K01185
v00630	K01356
v00631	K00986
v00631	K01358
v00631	K21512
v00631	K01447
v00633	K00986
v00633	K00390
v00634	K00390
v00634	K00986
v00634	K00682
v00634	K00558
v00635	K01448
v00635	K00558
v00636	K02109
v00638	K02334
v00638	K01144
v00638	K00558
v00638	K01494
v00638	K21512
v00638	K01358
v00638	K13694
v00638	K00986
v00639	K01358
v00639	K01356
v00640	K00558
v00641	K13694
v00641	K21512
v00641	K02334
v00642	K02334
v00643	K01447
v00644	K01143
v00644	K01819
v00645	K00390
v00645	K01448
v00646	K08640
v00648	K01185
v00649	K00558
v00650	K01185
v00652	K01447
v00653	K01185
v00654	K00549
v00654	K07258
v00654	K00986
v00654	K01447
v00655	K00986
v00656	K01447
v00656	K04487
v00656	K01358
v00656	K17398
v00656	K01358
v00656	K00942
v00656	K21636
v00656	K04068
v00656	K01520
v00657	K02334
v00657	K00789
v00657	K01358
v00657	K01447
v00659	K01494
v00659	K02334
v00660	K01358
v00662	K00681
v00662	K00558
v00663	K00390
v00663	K00986
v00664	K03613
v00664	K03617
v00665	K01356
v00665	K01356
v00665	K01185
v00665	K14744
v00665	K21528
v00667	K01626
v00667	K01185
v00668	K01185
v00669	K00558
v00669	K00986
v00669	K00390
v00670	K01494
v00670	K01356
v00674	K01185
v00675	K17398
v00675	K03101
v00675	K01448
v00677	K01520
v00677	K04068
v00677	K21636
v00677	K03465
v00677	K03639
v00678	K00558
v00679	K03465
v00680	K02334
v00681	K01356
v00681	K07284
v00684	K01447
v00684	K01358
v00684	K00558
v00684	K00789
v00684	K02334
v00684	K00558
v00685	K00986
v00686	K08309
v00686	K01448
v00688	K00986
v00688	K01449
v00689	K00789
v00690	K01448
v00692	K01356
v00693	K03101
v00693	K01447
v00693	K01447
v00694	K01356
v00695	K01520
v00696	K02334
v00696	K00789
v00696	K01358
v00697	K07816
v00697	K01356
v00697	K01185
v00697	K21512
v00697	K21528
v00697	K03503
v00699	K14744
v00699	K01185
v00699	K01143
v00701	K01447
v00703	K01447
v00703	K00986
v00704	K01448
v00704	K01358
v00704	K21512
v00704	K00558
v00704	K01356
v00705	K01358
v00707	K01447
v00707	K01358
v00707	K05826
v00707	K00682
v00707	K00558
v00707	K00789
v00707	K02334
v00708	K01447
v00709	K06920
v00709	K01737
v00709	K10026
v00709	K01495
v00709	K05521
v00710	K00558
v00711	K01358
v00711	K21512
v00711	K01356
v00712	K17733
v00712	K01358
v00712	K21512
v00714	K01447
v00715	K01358
v00716	K01520
v00716	K00558
v00716	K01493
v00716	K00986
v00718	K01447
v00719	K01448
v00719	K00986
v00719	K01358
v00719	K21512
v00719	K02334
v00721	K02109
v00723	K01447
v00724	K01358
v00724	K21512
v00724	K02334
v00725	K02109
v00725	K01447
v00726	K07816
v00726	K01185
v00726	K14744
v00726	K01358
v00732	K01447
v00733	K01448
v00735	K00986
v00735	K02334
v00735	K00682
v00735	K05826
v00735	K01358
v00735	K01447
v00736	K01356
v00736	K01447
v00738	K01243
v00738	K00945
v00739	K03337
v00740	K00986
v00740	K00986
v00741	K04068
v00741	K08640
v00741	K00558
v00742	K01358
v00743	K01356
v00744	K03503
v00744	K21528
v00744	K01356
v00745	K01626
v00745	K00380
v00745	K01185
v00746	K07154
v00746	K00986
v00746	K01144
v00746	K04068
v00746	K21636
v00746	K01520
v00746	K00943
v00746	K21528
v00747	K01185
v00749	K02334
v00749	K01358
v00752	K01358
v00752	K21512
v00752	K08640
v00753	K08679
v00753	K01447
v00755	K01356
v00755	K01520
v00755	K03616
v00755	K21512
v00755	K01358
v00756	K00986
v00757	K23518
v00758	K01448
v00758	K01358
v00758	K21512
v00758	K02334
v00759	K00986
v00759	K21512
v00760	K01185
v00761	K02334
v00761	K00558
v00761	K00682
v00761	K05826
v00761	K01358
v00761	K11640
v00762	K01356
v00762	K00558
v00762	K00390
v00764	K01358
v00766	K05521
v00766	K00986
